dig,V,0,,0,Dig salt .,,Dig coal .,T,
arouse,V,0,,1,Arouse pity .,,To arouse compassion .,T,
clarity,N,2,,5,Lack of clarity on the part of the teacher will cause confusion among the students .,,"She dreamed , with great clarity , that she had been seen her own death .",T,
date,N,3,,11,I arranged a date with my Australian business partners .,,She asked how to avoid kissing at the end of a date .,T,
authority,N,2,,3,Respect my authority !,,He has the authority to issue warrants .,T,
know,V,2,,3,Do you know my sister ?,,She does n't know this composer .,T,
voice,N,1,,3,The voice of the law .,,Conservatism has many voices .,T,
stomach,N,5,,2,Exercise gave him a good stomach for dinner .,,A good stomach for roast beef .,T,
connect,V,4,,1,The new railroad will connect the northern part of the state to the southern part .,,Herman connected the computers together .,T,
slot,N,5,,9,Bob Dylan occupied the top slot for several weeks .,,She beat some tough competition for the number one slot .,T,
charge,N,4,,4,The child was a charge of the nanny .,,The teacher led her charges across the street .,T,
language,N,3,,3,The gift of language .,,He taught foreign languages .,T,
wall,N,5,,1,Negotiations ran into a brick wall .,,A wall of prejudice .,T,
make,V,0,,0,Make a move .,,Make advances .,T,
move,N,1,,4,The move into my fiancé 's house took two long days .,,They say that three moves equal one fire .,T,
dwelling,N,2,,4,Philip 's dwelling fronted on the street . ,, Alfred Tennyson .,T,
tell,V,0,,1,Tell me what is bothering you .,,Ellen told Helen how to avoid the crowd .,T,
face,N,4,,6,Dew dripped from the face of the leaf .,,Put a big sign on each face of the building that can be seen from the road .,T,
remember,V,2,,3,Do you remember that he once loved you ?,,I ca n't remember saying any such thing .,T,
streak,N,5,,2,"I was on a winning streak until the fourth game , where I was dealt terrible cards .",,Had a streak of bad luck .,T,
deep,N,2,,2,In the deep of winter .,,In the deep of night .,T,
behalf,N,8,,2,Spoke a good word in his friend 's behalf .,,In your behalf .,T,
undo,V,4,,4,I wish I could undo my actions .,,"Fortunately , we can undo most of the damage to the system by the war .",T,
third,N,3,,13,Jones came in third .,,"He answered the first question willingly , the second reluctantly , and the third with resentment .",T,
keep,V,0,,2,Keep appointments .,,She never keeps her promises .,T,
make,V,0,,0,Make advances .,,Make a phone call .,T,
deal,N,7,,5,He 's a master of the business deal .,,We need to finalise the deal with Henderson by midnight .,T,
repertory,N,3,,1,Has a large repertory of dialects and characters .,,The repertory of the supposed feats of mesmerism .,T,
give,V,2,,5,Can you give me lessons ?,,"When they asked , I gave my coat .",T,
refine,V,0,,0,Refine pig iron .,,Refine oil .,T,
dwelling,N,6,,4,The old house served as a dwelling for Albert .,,He built a modest dwelling near the pond .,T,
foot,N,1,,4,The foot of the list .,,Curled up on the foot of the bed .,T,
cup,N,1,,4,The cup of her bra .,,Bees filled the waxen cups with honey .,T,
search,N,4,,2,The outcome justified the search .,,A thorough search of the ledgers revealed nothing .,T,
see,V,8,,7,You have to be a good observer to see all the details .,,He is blind ,T,
whisk,V,4,,0,The chef prepared to whisk the egg whites for the angel 's food cake .,,Whisk the eggs .,T,
strength,N,6,,3,They measured the station 's signal strength .,,He had the strength of ten men .,T,
side,N,5,,4,It brought out his better side .,,Look on the bright side .,T,
scrambler,N,5,,0,Their quarterback was a good scrambler .,,Scramblers can often unnerve a better tennis player .,T,
poison,V,0,,0,Poison the atmosphere in the office .,,Poison someone 's mind .,T,
law,N,5,,1,Civilization presupposes respect for the law .,,"By law , one is not allowed to own a wallaby in New York City .",T,
scrub,V,3,,3,Engineers had to scrub the satellite launch due to bad weather .,,We had to scrub our vacation plans .,T,
rotation,N,9,,1,The manager had only four starting pitchers in his rotation .,,Crop rotation makes a balanced demand on the fertility of the soil .,T,
blend,V,0,,1,Blend the nuts and raisins together .,,He blends in with the crowd .,T,
mount,V,0,,0,Mount a theater production .,,Mount a play .,T,
art,N,4,,1,It 's quite an art .,,The art of conversation .,T,
feel,V,4,,3,I made the students feel different about themselves .,,You make me feel naked .,T,
break,V,2,,3,Can you break a hundred,,dollar bill for me ?,T,
commission,N,3,,3,He works on commission .,,A reseller 's commission .,T,
camp,V,4,,3,We 're planning to camp in the field until Sunday .,,Can we go camping again this summer ?,T,
strike,V,0,,0,Strike fire from the flintstone .,,Strike a match .,T,
reticulation,N,1,,1,The reticulation of a leaf .,,The reticulation of a photographic emulsion .,T,
use,V,2,,6,We can use this mathematical formula to solve the problem .,,He does n't know how to use a computer .,T,
movement,N,2,,7,The labor movement has been struggling in America since the passage of the Taft,,Hartley act in 1947 .,T,
language,N,3,,1,He uttered harsh language .,,Sign language .,T,
move,N,2,,1,"A slight move of the tiller , and the boat will go off course .",,His move put him directly in my path .,T,
day,N,4,,1,It should arrive any day now .,,These days it is not unusual .,T,
take,V,4,,1,Tomorrow the doctor will take the cast off her arm .,,Mother took our plates away and came back with some fruit for us to eat .,T,
ringing,N,1,,8,The ringing of the telephone .,,"The tintinnabulation that so voluminously swells from the ringing and the dinging of the bells """,T,
call,N,12,,3,He heard the phone ringing but did n't want to take the call .,,I received several calls today .,T,
breath,N,4,,3,I could hear the breath of the runner behind me .,,The child 's breath came quickly and unevenly .,T,
chance,N,3,,3,We had the chance to meet the president last week .,,Now is your chance .,T,
practice,N,4,,3,It is the usual practice of employees there to wear neckties only when meeting with customers .,,It is their practice to give annual raises .,T,
difference,N,5,,1,His support made a real difference .,,The difference in her is amazing .,T,
connection,N,1,,4,The connection between overeating and obesity .,,My headache has no connection with me going out last night .,T,
block,V,5,,1,The offensive linemen tried to block the blitz .,,He blocked the basketball player 's shot .,T,
break,V,6,,5,"I do n't know how to break this to you , but your cat is not coming back .",,"When news of their divorce broke , ...",T,
air,N,7,,0,Open a window and let in some air .,,Air pollution .,T,
loss,N,2,,1,A serious loss of business .,,Weight loss .,T,
texture,N,6,,4,Fish with a delicate flavor and texture .,,Breadfruit has the same texture as bread .,T,
arouse,V,1,,1,To arouse anger .,,To arouse jealousy .,T,
land,V,5,,2,It can be tricky to land a helicopter .,,This may land you in jail .,T,
leave,V,3,,2,She did n't leave until midnight .,,The ship leaves at midnight .,T,
life,N,4,,12,He gave up on life .,,"Having experienced both , the vampire decided that he preferred (un)death to life .",T,
weakness,N,1,,1,The weakness of the span was overlooked until it collapsed .,,His weakness increased as he became older .,T,
end,N,5,,8,He came to a bad end .,,The so,T,
know,V,6,,3,It is vital that he not know .,,I want to know who is winning the game !,T,
luck,N,1,,4,Bad luck caused his downfall .,,Gilbert had some bad luck yesterday — he got pick ,T,
traffic,N,0,,1,Traffic on the internet is lightest during the night .,,Heavy traffic overloaded the trunk lines .,T,
sense,N,1,,1,A sense of self .,,A sense of danger .,T,
run,V,0,,0,Run a new program on the Mac .,,Run the dishwasher .,T,
know,V,1,,3,I know him under a different name .,,This flower is known as a Peruvian Lily .,T,
grip,N,1,,11,The grip of a sword .,,It was an old briefcase but it still had a good grip .,T,
patch,N,6,,3,I lost my locket in this patch of grass here .,,Does n't that patch of clouds looks like a bunny ?,T,
know,V,3,,1,I want to know who is winning the game !,,I know it 's time .,T,
fill,N,4,,3,She had heard her fill of gossip .,,He ate his fill of potatoes .,T,
foot,N,1,,1,The foot of the mountain .,,The foot of the page .,T,
purchase,V,1,,2,"To purchase land , to purchase a house .",,The family purchased a new car .,T,
loss,N,6,,1,The match ended in their first loss of the season .,,His loss of credibility led to his resignation .,T,
cut,V,0,,0,Cut trenches .,,Cut a hole .,T,
window,N,2,,1,The expanded window will give us time to catch the thieves .,,Launch window .,T,
shelve,V,0,,6,Shelve books .,,The library needs volunteers to help shelve books .,T,
ensure,V,4,,2,This nest egg will ensure a nice retirement for us .,,The circumstances ensured that he would arrive in time .,T,
quality,N,1,,14,"The quality of mercy is not strained """,,,T,
approach,V,0,,0,Approach a new project .,,Approach a task .,T,
stone,V,3,,2,People wanted to stone the woman who had a child out of wedlock .,,She got stoned to death after they found her .,T,
run,V,0,,4,Run a new program on the Mac .,,Our coach had us running plays for the whole practice .,T,
feeder,N,2,,2,A bark feeder .,,A mud feeder .,T,
head,N,1,,1,200 head of cattle .,,200 head of cattle and 50 head of horses .,T,
danger,N,3,,4,There was widespread danger of disease .,,You are in no danger .,T,
reaction,N,12,,9,When I last tried to eat strawberries I had a terrible allergic reaction .,,You were in the courtroom . What is your reaction ?,T,
be,V,2,,1,I shall be writing to you soon .,,There was a lot of noise in the kitchen .,T,
take,V,4,,3,Tomorrow the doctor will take the cast off her arm .,,The test grader takes off a point for every misspelled word .,T,
day,N,8,,5,I work at night and sleep during the day .,,The dawn turned night into day .,T,
war,N,1,,1,The war against crime .,,The war on poverty .,T,
come,V,0,,1,Come out of the closet !,,He came through the door .,T,
support,N,6,,6,The president no longer has the support of his own party .,,They developed a scheme of mutual support .,T,
love,N,5,,5,He has a very complicated love life .,,He had n't had any love in months .,T,
cover,V,0,,0,Cover the grave with flowers .,,Cover her face with a handkerchief .,T,
song,N,4,,1,The wheels sang their song as the train rocketed ahead .,,The song of bullets was in the air .,T,
appearance,N,4,,4,"A person makes his appearance as an historian , an artist , or an orator .",,David Beckham 's first appearance with the LA Galaxy at Giants Stadium against the New York Red Bulls last night drew a crowd of 66237 .,T,
come,V,0,,1,Come down here !,,He came through the door .,T,
room,N,3,,6,Hardly enough elbow room to turn around .,,There was n't that much elbow room in the aircraft .,T,
air,N,7,,6,The flock of birds took to the air .,,A smell of chemicals in the air .,T,
plug,V,0,,3,Plug the hole .,,He attempted to plug the leaks with some caulk .,T,
think,V,1,,1,I think that he is her boyfriend .,,I think he is very smart .,T,
connect,V,2,,2,Can you connect the two loudspeakers ?,,Our computers connected together .,T,
spring,N,6,,6,He will hold office until the spring of next year .,,"You can visit me in the spring , when the weather is bearable .",T,
block,V,0,,1,Block an attack .,,He blocked the basketball player 's shot .,T,
think,V,0,,4,Think thin .,,"Idly , the detective thought what his next move should be .",T,
air,N,7,,7,The flock of birds took to the air .,,Open a window and let in some air .,T,
authority,N,4,,2,The world 's foremost authority on orangutans .,,Tennessee Valley Authority .,T,
make,V,0,,0,Make water into wine .,,Make lead into gold .,T,
leave,V,0,,0,Leave it as is .,,Leave the young fawn alone .,T,
raise,V,6,,8,We visited a farm where they raise chickens .,,Chew with your mouth shut — were you raised in a barn ?,T,
make,V,4,,1,How much do you make a month in your new job ?,,He made twenty bucks playing poker last night .,T,
pull,V,0,,0,Pull the trigger of the gun .,,Pull the handle towards you .,T,
focus,V,12,,1,"If you 're going to beat your competitors , you need to focus .",,We focused on reading the book .,T,
admit,V,1,,1,To admit evidence in the trial of a cause .,,She admitted us .,T,
improbability,N,1,,6,The improbability of such rare coincidences .,,Impossibility should never be confused with improbability .,T,
acquisition,N,1,,1,The acquisition of one company by another .,,The acquisition of wealth .,T,
gather,V,0,,6,Gather the close family members .,,Be careful not to stretch or gather your knitting .,T,
work,V,2,,3,He never worked because he inherited a lot of money .,,My wife never worked .,T,
foot,N,4,,2,Armored from head to foot .,,His bare feet projected from his trousers .,T,
make,V,6,,1,One swallow does not a summer make .,,Clothes make the man .,T,
quibble,V,3,,3,Let 's not quibble over pennies .,,They are constantly quibbling over insignificant details .,T,
leave,V,6,,2,At what time does your train leave ?,,The ship leaves at midnight .,T,
make,V,4,,6,How much do you make a month in your new job ?,,You have to spend money to make money !,T,
wave,N,1,,3,A wave of settlers .,,Troops advancing in waves .,T,
break,V,0,,0,Break down a proof .,,Break an alibi .,T,
ply,V,0,,1,Ply your wits !,,He plied his trade as carpenter for forty,T,
nick,N,4,,9,He 's in the nick .,,He was arrested and taken down to Sun Hill nick police station to be charged .,T,
end,N,3,,4,She knotted the end of the thread .,,They rode to the end of the line .,T,
session,N,2,,5,A training session .,,"Are we having a recording session ? "" Yes . We 've even got some session musicians to provide some brass . "" .",T,
war,N,1,,2,The war on poverty .,,"The "" war on terror "" is a campaign against terrorist crime .",T,
culture,N,16,,3,The reason that the agency is doomed to inaction has something to do with the FBI culture .,,The developing drug culture .,T,
wash,N,4,,7,My jacket needs a wash .,,I 'm going to have a quick wash before coming to bed .,T,
taproot,N,1,,7,The taproot of his resentment .,,Genius and insanity spring from the same taproot .,T,
give,V,3,,4,What will you give her for her birthday ?,,I 'm going to give my wife a necklace for her birthday .,T,
smoke,N,3,,5,It was just smoke and mirrors .,,His dreams all turned to smoke .,T,
component,N,1,,1,A component or constituent element of a system .,,Spare components for cars .,T,
inhibit,V,0,,0,Inhibit the action of the enzyme .,,Inhibit the rate of a chemical reaction .,T,
catch,V,0,,1,Catch one 's breath .,,I caught some Z 's on the train .,T,
have,V,1,,5,I have two sisters .,,How many cars does she have ?,T,
process,N,16,,1,"This product of last month 's quality standards committee is quite good , even though the process was flawed .",,The process of calcification begins later for boys than for girls .,T,
opening,N,4,,4,He slipped through an opening in the crowd .,,There was a small opening between the trees .,T,
orient,V,3,,3,Let me just orient myself and we can be on our way .,,We had to orient ourselves in the forest .,T,
one,N,4,,3,"Driver , noun : one who drives .",,This is the one I ordered .,T,
start,V,1,,3,I start my day with a good breakfast .,,The blood shed started when the partisans launched a surprise attack .,T,
machinery,N,2,,1,The complex machinery of negotiation .,,The machinery of command labored and brought forth an order .,T,
truth,N,4,,0,The lawyer questioned the truth of my account .,,Truth to one 's own feelings is all,T,
avoid,V,4,,1,Her former friends now avoid her .,,He avoided going to the area .,T,
hit,V,3,,2,The temperature could hit 110 F tomorrow .,,The thermometer hit 100 degrees .,T,
world,N,8,,2,People are dying of starvation all over the world .,,All the world loves a lover .,T,
understand,V,1,,1,I understand what she means .,,I understand wanting more .,T,
see,V,2,,1,Can you see the bird in that tree ?,,I saw him laughing .,T,
while,N,6,,6,He was here for a little while .,,He lectured for quite a long while .,T,
form,N,9,,5,"To apply for the position , complete the application form .",,He filled out his tax form .,T,
work,V,5,,2,Start from the bottom and work towards the top .,,She was working on her second martini when the guests arrived .,T,
show,V,4,,4,The dirty side will show .,,His good upbringing really shows .,T,
serve,V,3,,2,This table would serve very well .,,He had served in financial planning positions .,T,
bake,V,1,,0,Potatoes bake to a crisp .,,Bake the potatoes .,T,
go,V,6,,2,How fast does your new car go ?,,The policemen went from door to door looking for the suspect .,T,
serve,V,3,,2,This table would serve very well .,,His freedom served him well .,T,
hit,V,1,,1,He hit a home run .,,He hit .300 in the past season .,T,
help,V,2,,1,Can you help me carry this table ?,,Everyone helped out during the earthquake .,T,
make,V,1,,0,To make like a deer caught in the headlights .,,Make merry .,T,
mouth,N,4,,6,He rode into the mouth of the canyon .,,They built a fire at the mouth of the cave .,T,
hold,V,0,,0,Hold your temper .,,Hold your tongue .,T,
church,N,6,,5,This building used to be a church before being converted into a library .,,There is a lovely little church in the valley .,T,
post,N,8,,2,There is an officer 's club on the post .,,This military post provides an important source of income for the town nearby .,T,
understand,V,1,,1,I understand how to do it .,,I understand what she means .,T,
border,N,2,,5,A solid border around a table of figures .,,There 's a nice frilly border around the picture frame .,T,
believe,V,4,,1,Why did I ever believe you ?,,She believes in spirits .,T,
leave,V,0,,5,Leave the young fawn alone .,,"Unfortunately , this cleaning product leaves behind a noticeable residue .",T,
now,N,5,,0,It worked up to right now .,,Now is the right time .,T,
business,N,4,,7,Show me where the business was today .,,They did nearly a million dollars of business over the long weekend .,T,
round,V,0,,14,Round off the amount .,,"The total is $ 25,715 but to keep the figures simple , I 'll round it down to $ 25,000 .",T,
water,V,4,,1,I need to go water the cattle .,,We watered the buffalo .,T,
process,V,0,,0,Process a loan .,,Process the applicants .,T,
finish,N,2,,5,When the finish is too thin it is difficult to apply evenly .,,The boat had a metallic finish .,T,
like,V,1,,1,I like jogging .,,She likes to read Russian novels .,T,
know,V,1,,2,We know this movie .,,Do you know my sister ?,T,
product,N,3,,3,Skill is the product of hours of practice .,,Skill is the product of hours of practice .,T,
draw,V,1,,3,"To draw a memorial , a deed , or bill of exchange .",,The deed was drawn in the lawyer 's office .,T,
insulate,V,5,,4,Ceramic can be used to insulate power lines .,,We had his bedroom insulated before winter came .,T,
peeler,N,1,,4,Potato peeler .,,She invented a potato peeler .,T,
offset,V,2,,0,I 'll offset the time difference locally .,,Offset deposits and withdrawals .,T,
facelift,N,4,,3,Give your home a facelift .,,"More than a facelift , the new model marks a fundamental change of direction .",T,
throw,N,8,,7,Football tickets are expensive at fifty bucks a throw .,,He could n't afford $ 50 a throw .,T,
vote,N,11,,4,"The Supreme Court upheld the principle of one person , one vote .",,There were only 17 votes in favor of the motion .,T,
toy,V,0,,2,Toy with an idea .,,Figo is toying with the English defence .,T,
give,V,0,,0,Give the orders .,,Give him my best regards .,T,
quality,N,13,,10,A peasant is not allowed to fall in love with a lady of quality .,,Membership of this golf club is limited to those of quality and wealth .,T,
set,V,0,,0,Set up an experiment .,,Set the table .,T,
communicate,V,2,,3,Do you communicate well with your advisor ?,,Many deaf people communicate with sign language .,T,
laugh,V,1,,1,Paul laughed a cheerful laugh .,,She laughed her excitement .,T,
appearance,N,5,,4,It was Bernhardt 's last appearance in America .,,"A person makes his appearance as an historian , an artist , or an orator .",T,
humor,N,5,,11,She did n't appreciate my humor .,,You ca n't survive in the army without a sense of humor .,T,
make,V,2,,3,Do n't make this into a big deal .,,This invention will make you a millionaire .,T,
worry,N,5,,1,It is not work but worry that kills .,,His worry over the prospect of being fired .,T,
halt,V,0,,0,Halt the presses .,,Halt the engines .,T,
shovel,V,0,,1,Shovel sand .,,He shovelled in the backyard all afternoon long .,T,
give,V,0,,0,Give thought to .,,Give priority to .,T,
level,N,4,,6,The water reached ankle level .,,The pictures were at the same level .,T,
shuck,V,0,,2,Shuck oysters .,,Shall we shuck walnuts ?,T,
foot,N,1,,1,The foot of the mountain .,,The foot of the list .,T,
cut,V,3,,2,Would you please cut the cake ?,,This knife cuts well .,T,
cut,V,2,,1,If you cut then I 'll deal .,,She cut the deck for a long time .,T,
furniture,N,2,,4,How much furniture did they leave behind ?,,They had too much furniture for the small apartment .,T,
fit,V,4,,12,How does this shirt fit ?,,"If I lose a few kilos , the gorgeous wedding dress might fit me .",T,
rotation,N,1,,8,Crop rotation makes a balanced demand on the fertility of the soil .,,The medical resident finished a two ,T,
run,V,0,,2,Run a new program on the Mac .,,I will run the sample .,T,
take,V,0,,3,Take the gun from your pocket .,,The test grader takes off a point for every misspelled word .,T,
application,N,1,,4,The application of indexes to tables of data .,,Massage has far,T,
drop,N,3,,2,He had a drop too much to drink .,,Put three drops of oil into the mixture .,T,
shame,N,13,,3,"When I realized that I had hurt my friend , I felt deep shame .",,One mistake brought shame to all his family .,T,
key,N,1,,1,The key to winning a game .,,The key to solving this problem is persistence .,T,
empathize,V,4,,5,You really have to empathize with them .,,You 've really got to empathize with what they want .,T,
stay,V,0,,1,Stay alone .,,We stayed in Hawaii for a week .,T,
order,N,5,,12,I gave the waiter my order .,,The company 's products were in such demand that they got more orders than their call center could handle .,T,
use,V,2,,0,We only use Spanish at home .,,Use your head !,T,
carry,V,0,,1,Carry the suitcases to the car .,,Amanda carried the package .,T,
scale,N,1,,6,The scale of the model .,,There are some who question the scale of our ambitions .,T,
run,V,0,,0,Run a risk .,,Run a temperature .,T,
set,N,3,,7,The subjects ' set led them to solve problems the familiar way and to overlook the simpler solution .,,His instructions deliberately gave them the wrong set .,T,
component,N,4,,1,A CPU is a component of a computer .,,Spare components for cars .,T,
approach,V,2,,11,Do n't approach that house .,,"He was an admirable poet , and thought even to have approached Homer . ",T,
be,V,2,,3,I shall be writing to you soon .,,3 times 5 is fifteen .,T,
get,V,2,,3,We 'll get them !,,This time I got him .,T,
see,V,7,,1,He is blind ,,,T,
bake,V,1,,1,Potatoes bake to a crisp .,,I baked a delicious cherry pie .,T,
volunteer,V,1,,1,To volunteer for doing the dishes .,,He volunteered the information .,T,
guard,V,0,,0,Guard against infection .,,Guard against becoming too friendly with the staff .,T,
make,V,3,,1,She may not make the grade .,,We made it !,T,
drop,N,3,,1,There was a drop in pressure in the pulmonary artery .,,A drop of 57 points on the Dow Jones index .,T,
catch,V,8,,1,I have to stop for a moment and catch my breath .,,I caught some Z 's on the train .,T,
enter,V,0,,0,Enter a drug treatment program .,,Enter negotiations .,T,
make,V,0,,0,Make a phone call .,,Make a move .,T,
end,N,12,,2,Start at the beginning and go on until you come to the end .,,"At the end of the story , the main characters fall in love .",T,
intermingle,V,3,,5,We do n't intermingle much .,,The yolks and the whites intermingled .,T,
resistance,N,4,,1,The enemy offered little resistance .,,The resistance of bacteria to certain antibiotics .,T,
part,N,6,,5,They resisted every effort on his part .,,It requires vigilance on our part .,T,
operation,N,2,,5,A multinational operation .,,They had to consolidate their operations .,T,
make,V,1,,6,They make a cute couple .,,One swallow does not a summer make .,T,
foot,N,4,,1,Curled up on the foot of the bed .,,The foot of the page .,T,
seat,N,1,,11,The seat of a saddle .,,"He sat on the arm of the chair rather than the seat , which always annoyed his mother .",T,
origin,N,1,,1,Mineral origin .,,Vegetable origins .,T,
make,V,1,,1,Clothes make the man .,,This makes the third infraction .,T,
demobilization,N,1,,0,Immediate demobilization of the reserves .,,Demobilization of factories .,T,
touch,V,3,,5,I would n't touch her with a ten,,foot pole .,T,
majority,N,8,,1,"Those opposing the building plans were in the majority , so the building project was canceled .",,The majority agreed that the new proposal was the best .,T,
profession,N,7,,10,The news spread rapidly through the medical profession .,,His conduct is against the established practices of the legal profession .,T,
extend,V,2,,2,The facts extend beyond a consideration of her personal assets .,,My memory extends back to my fourth year of life .,T,
attack,N,3,,1,His plan of attack was misguided .,,An attack on inflation .,T,
head,N,9,,6,I could n't get his words out of my head .,,This song keeps going through my head .,T,
make,V,0,,0,Make a phone call .,,Make a decision .,T,
finish,N,2,,7,When the finish is too thin it is difficult to apply evenly .,,He applied a coat of a clear finish .,T,
furniture,N,4,,6,They had too much furniture for the small apartment .,,There was only one piece of furniture in the room .,T,
day,N,1,,4,My day began early this morning .,,It was a busy day on the stock exchange .,T,
interest,N,4,,5,Victorian furniture is an interest of mine .,,Lexicography is one of my interests .,T,
fatigue,N,6,,13,The American public is experiencing scandal fatigue .,,After watching TV with her husband she had a bad case of football fatigue .,T,
grow,V,3,,5,Corn does n't grow here .,,"In these forests , mushrooms grow under the trees .",T,
building,N,6,,4,My sister lives in that apartment building .,,There was a three,T,
tension,N,3,,3,There is a tension between these approaches to understanding history .,,There is a tension created between narrative time and movie time .,T,
verify,V,0,,1,Verify a claim .,,Please verify that the doors are closed .,T,
outwardness,N,6,,9,"What is the origin of the outwardness of our sensations of sound , smell , or taste .",,An abstract conception with feelings of reality and spatial outwardness attached to it .,T,
play,V,0,,1,Play games .,,Pele played for the Brazilian teams in many important matches .,T,
feel,V,6,,1,My cold is gone ,,,T,
hold,V,1,,2,To hold good .,,The weather held .,T,
copy,N,4,,4,The clone was a copy of its ancestor .,,Please bring me the copies of those reports .,T,
strike,V,0,,0,Strike a medal .,,Strike coins .,T,
quality,N,1,,3,"The quality of mercy is not strained """,,,T,
proficiency,N,7,,3,To attain ( or to reach ) proficiency .,,A test of proficiency in English .,T,
beg,V,1,,1,I beg your pardon . I did n't mean to cause offence .,,I begged her for release .,T,
bevy,N,1,,5,A bevy of young beach boys swarmed around him .,,He was surrounded by a bevy of beauties in bathing attire .,T,
believe,V,11,,8,"When you hear his sermons , you will be able to believe , too .",,"After that night in the church , I believed .",T,
institution,N,1,,4,The institution of marriage .,,He had become an institution in the theater .,T,
go,V,5,,5,These ugly billboards have to go !,,This chair has got to go .,T,
time,N,1,,4,This time he succeeded .,,When was the last time we went out ? I do n't remember .,T,
admit,V,1,,2,To admit evidence in the trial of a cause .,,A ticket admits one into a playhouse .,T,
note,N,5,,3,It ended on a sour note .,,There was a note of gaiety in her manner .,T,
eye,N,5,,3,He has an artist 's eye .,,She has an eye for fresh talent .,T,
window,N,4,,0,You have a two,,hour window of clear weather to finish working on the lawn .,T,
mean,V,1,,2,I mean no harm .,,I only meant to help you .,T,
smell,V,0,,1,Smell out corruption .,,I smell trouble .,T,
answer,V,0,,1,Answer the telephone .,,Nobody answered when I knocked on the door .,T,
drop,N,3,,1,He had a drop too much to drink .,,A drop of each sample was analyzed .,T,
date,N,4,,7,They are up to date .,,We have n't heard from them to date .,T,
lunchtime,N,4,,3,He observed a regular lunchtime .,,"It 's almost lunchtime , so I think I 'll finish up later this afternoon .",T,
beg,V,0,,0,Beg the question .,,Beg the point in the discussion .,T,
home,N,0,,5,Home is where the heart is .,,There 's no place like home .,T,
shopping,N,3,,6,Women carrying home shopping did n't give me a second glance .,,I carried three heavy bags of shopping up the stairs .,T,
resign,V,6,,8,He had no choice but to resign the game and let his opponent become the champion .,,"After fighting for so long , she finally resigned to her death .",T,
baby,N,6,,4,The annual report has been my baby since September .,,This project is his baby .,T,
strike,V,4,,2,The opponent refused to strike .,,The boxer struck the attacker dead .,T,
seek,V,0,,0,Seek happiness .,,Seek an education .,T,
beg,V,1,,1,I beg your pardon . I did n't mean to cause offence .,,I begged for her to do it .,T,
apparition,N,1,,5,The apparition of Lawyer Clippurse occasioned much speculation in that portion of the world . – Sir W. Scott .,,Natives were amazed at the apparition of this white stranger .,T,
keep,V,0,,3,Keep count .,,I can not keep track of all my employees .,T,
take,V,2,,1,I 'll take the blue plates .,,We took the road on the right .,T,
care,V,3,,3,I do n't care .,,I do n't care what he does .,T,
seek,V,0,,0,Seek happiness .,,Seek a position .,T,
land,V,5,,2,The plane is about to land .,,The ship landed in Pearl Harbor .,T,
practice,N,6,,11,A hard theory to put into practice .,,"That may work in theory , but will it work in practice ?",T,
receive,V,0,,0,Receive payment .,,Receive a gift .,T,
system,N,1,,5,The system consists of a motor and a small computer .,,He bought a new stereo system .,T,
boy,N,4,,3,The baby was a boy .,,Steve is a boy of 16 .,T,
quality,N,14,,3,"While being impulsive can be great for artists , it is not a desirable quality for engineers .",,One of the qualities of pure iron is that it does not rust easily .,T,
leave,V,0,,0,Leave the flowers that you see in the park behind .,,Leave it as is .,T,
furniture,N,9,,4,The woman does not even have one stick of furniture moved in yet .,,They had too much furniture for the small apartment .,T,
shade,N,6,,2,It is much cooler in the shade .,,"Close the shade , please : it 's too bright in here .",T,
area,N,8,,1,The photo is a little dark in that area .,,The area of a rectangle .,T,
neck,N,5,,5,The banjo had a long neck .,,The bottle had a wide neck .,T,
approve,V,1,,2,I approve of his educational policies .,,I certainly approved of Mary 's acquaitance .,T,
arouse,V,0,,1,Arouse pity .,,To arouse jealousy .,T,
loaf,N,1,,1,Sugar loaf .,,Meat loaf .,T,
pay,V,6,,1,How much does this savings certificate pay annually ?,,To pay attention .,T,
floor,N,7,,1,Many sunken ships rest on the ocean floor .,,The floor of the cave .,T,
fall,V,0,,1,Fall asleep .,,She fell to pieces after she lost her work .,T,
seat,N,4,,4,He dusted off the seat before sitting down .,,There are two hundred seats in this classroom .,T,
dig,V,0,,0,Dig the oars into the water .,,Dig your foot into the floor .,T,
make,V,3,,1,This invention will make you a millionaire .,,She made us look silly .,T,
eat,V,3,,4,What do whales eat ?,,This dog does n't eat certain kinds of meat .,T,
pull,V,0,,0,Pull your knees towards your chin .,,Pull the handle towards you .,T,
cycle,N,9,,3,"The "" Ring of the Nibelung "" is a cycle of four operas by Richard Wagner , the famous nineteenth",,century German composer .,T,
leave,V,0,,0,Leave the young fawn alone .,,Leave the flowers that you see in the park behind .,T,
lot,N,2,,3,A building lot in a city .,,He bought a lot on the lake .,T,
talk,V,4,,9,They sat down to talk business .,,Although I do n't speak Chinese I managed to talk with the villagers using signs and gestures .,T,
tendency,N,1,,3,A tendency to be too strict .,,Denim has a tendency to fade .,T,
stretch,V,0,,1,Stretch the fabric .,,I stretched the rubber band until it almost broke .,T,
carry,V,2,,3,These bonds carry warrants .,,This new washer carries a two year guarantee .,T,
rest,N,10,,6,"The sun sets , and the workers go to their rest .",,I need to get a good rest tonight ; I was up late last night .,T,
strike,V,0,,2,Strike ` z ' on the keyboard .,,The pianist strikes a middle C .,T,
